,0
191,(23.78555659795725+0j)
192,(23.690153322381708+0j)
193,(23.58856348411811+0j)
194,(23.502063749082083+0j)
195,(23.34828257643884+0j)
196,(23.050451469901837+0j)
197,(22.945021672797775+0j)
198,(22.90454830104965+0j)
199,(22.83844365818504+0j)
200,(22.804305503092717+0j)
201,(22.710654231308407+0j)
202,(22.598552448599946+0j)
203,(22.491526774313154+0j)
204,(22.416232225093026+0j)
205,(22.398523685155958+0j)
206,(22.348061171217047+0j)
207,(22.272441388318583+0j)
208,(22.226240268549088+0j)
209,(22.186879502011976+0j)
210,(22.064235918283103+0j)
211,(22.039502354430507+0j)
212,(21.92056225671715+0j)
213,(21.72598094073678+0j)
214,(21.64828324011315+0j)
215,(21.586414144198724+0j)
216,(21.44597719619076+0j)
217,(21.408556559082484+0j)
218,(21.26808929629011+0j)
219,(21.22153071647809+0j)
220,(21.17832990584485+0j)
221,(21.009873780643375+0j)
222,(20.92046428898992+0j)
223,(20.88010375531173+0j)
224,(20.846004889886636+0j)
225,(20.81140889882226+0j)
226,(20.724764646333856+0j)
227,(20.65677176185338+0j)
228,(20.618755000776126+0j)
229,(20.381038201967407+0j)
230,(20.350891229097932+0j)
231,(20.278844240578916+0j)
232,(20.240520189264892+0j)
233,(20.135978037438356+0j)
234,(20.10172664604453+0j)
235,(20.055684786899153+0j)
236,(20.02850364284181+0j)
237,(20.013907828550593+0j)
238,(19.900664483197033+0j)
239,(19.84475831757097+0j)
240,(19.783242288358803+0j)
241,(19.711198701816482+0j)
242,(19.63729856534913+0j)
243,(19.57944421681882+0j)
244,(19.542097562515334+0j)
245,(19.326102897364173+0j)
246,(19.30448668319524+0j)
247,(19.06409530417643+0j)
248,(19.018079673377926+0j)
249,(18.915362168096337+0j)
250,(18.759423919365492+0j)
251,(18.635124326151473+0j)
252,(18.619258454073307+0j)
253,(18.554921109890895+0j)
254,(18.438525001309984+0j)
255,(18.4299130042287+0j)
256,(18.29675348968645+0j)
257,(18.228127537327712+0j)
258,(18.163891469626243+0j)
259,(18.12970583705554+0j)
260,(18.060177019163888+0j)
261,(18.00546780108798+0j)
262,(17.968885432493632+0j)
263,(17.912483005060384+0j)
264,(17.903485127171916+0j)
265,(17.755802766153433+0j)
266,(17.74094730699479+0j)
267,(17.703471206472578+0j)
268,(17.635161369105532+0j)
269,(17.557355044639515+0j)
270,(17.42674666790542+0j)
271,(17.37003377390933+0j)
272,(17.321671254591276+0j)
273,(17.284891196185374+0j)
274,(17.198907201347673+0j)
275,(17.148283645440294+0j)
276,(17.12637904236938+0j)
277,(17.079094790425685+0j)
278,(17.056720174002862+0j)
279,(17.033945900314055+0j)
280,(16.973782673143905+0j)
281,(16.962843405040907+0j)
282,(16.77348498525002+0j)
283,(16.739737402947597+0j)
284,(16.616753795817313+0j)
285,(16.54246575786154+0j)
286,(16.52170058360748+0j)
287,(16.46095874841841+0j)
288,(16.425666014291277+0j)
289,(16.3686727416587+0j)
290,(16.35487908986839+0j)
291,(16.307633533483568+0j)
292,(16.28437071306505+0j)
293,(16.235657732216318+0j)
294,(16.175726284221952+0j)
295,(16.127422884949574+0j)
296,(16.086153022968535+0j)
297,(16.046092856959223+0j)
298,(16.008415344601698+0j)
299,(15.97999326879649+0j)
300,(15.831212504429002+0j)
301,(15.809255426119224+0j)
302,(15.761352877373255+0j)
303,(15.702816520814352+0j)
304,(15.632744829508923+0j)
305,(15.582264889643843+0j)
306,(15.542148695564+0j)
307,(15.475790206601646+0j)
308,(15.407246653133518+0j)
309,(15.384807951978802+0j)
310,(15.357828460167742+0j)
311,(15.327854589045998+0j)
312,(15.280481557738302+0j)
313,(15.234176679544952+0j)
314,(15.179146113695118+0j)
315,(15.163547231866275+0j)
316,(15.128785352823781+0j)
317,(15.08452356331037+0j)
318,(14.990350215657779+0j)
319,(14.945874911829078+0j)
320,(14.940063502515136+0j)
321,(14.880826812971872+0j)
322,(14.829938628399654+0j)
323,(14.768972145484584+0j)
324,(14.744226188620152+0j)
325,(14.707272743130467+0j)
326,(14.650684266643811+0j)
327,(14.592465724899677+0j)
328,(14.573884633015918+0j)
329,(14.515429010362565+0j)
330,(14.506995457965989+0j)
331,(14.491533891332084+0j)
332,(14.402098873883308+0j)
333,(14.380317265692947+0j)
334,(14.334273526250632+0j)
335,(14.315344434765306+0j)
336,(14.278281467769707+0j)
337,(14.268846005994266+0j)
338,(14.244955897099297+0j)
339,(14.220473856810017+0j)
340,(14.198412946154857+0j)
341,(14.156249387247549+0j)
342,(14.139267848749931+0j)
343,(14.135490362280485+0j)
344,(14.069741386943486+0j)
345,(14.056033097629783+0j)
346,(14.028848014861689+0j)
347,(14.007970648514533+0j)
348,(13.985416282031283+0j)
349,(13.942948737330536+0j)
350,(13.928840800043838+0j)
351,(13.907453474825514+0j)
352,(13.873739971099921+0j)
353,(13.835992124991655+0j)
354,(13.800477600972767+0j)
355,(13.775656624114598+0j)
356,(13.760237046561116+0j)
357,(13.724451713127124+0j)
358,(13.700106195623496+0j)
359,(13.653127048942741+0j)
360,(13.638342281724809+0j)
361,(13.624783833198254+0j)
362,(13.619455262061173+0j)
363,(13.60001729316831+0j)
364,(13.607113608261281+0j)
365,(13.563430693815315+0j)
366,(13.533905757970002+0j)
367,(13.514603083844456+0j)
368,(13.437556062218505+0j)
369,(13.429834985929952+0j)
370,(13.398822637090733+0j)
371,(13.36443946734236+0j)
372,(13.346099745965546+0j)
373,(13.27277424807109+0j)
374,(13.235457408352916+0j)
375,(13.208738898907454+0j)
376,(13.192926997752526+0j)
377,(13.136874440407722+0j)
378,(13.108094375208992+0j)
379,(13.096074425310144+0j)
380,(13.086227787086637+0j)
381,(13.04453919135306+0j)
382,(13.027746711009701+0j)
383,(12.988025210934476+0j)
384,(12.95454849483599+0j)
385,(12.919220190063776+0j)
386,(12.910327065791645+0j)
387,(12.8710144195923+0j)
388,(12.869540169798396+0j)
389,(12.826135212351259+0j)
390,(12.811825156662545+0j)
391,(12.76390648131695+0j)
392,(12.750957449330294+0j)
393,(12.72923759319071+0j)
394,(12.717706281296936+0j)
395,(12.703879076133184+0j)
396,(12.595436817190448+0j)
397,(12.554065766758205+0j)
398,(12.541213319437581+0j)
399,(12.516128612039955+0j)
400,(12.497796400344361+0j)
401,(12.464972641629636+0j)
402,(12.436057042554529+0j)
403,(12.401538506972507+0j)
404,(12.37067685501533+0j)
405,(12.359850270456414+0j)
406,(12.327189594282487+0j)
407,(12.306849017974853+0j)
408,(12.301075362429039+0j)
409,(12.267013146434056+0j)
410,(12.241105753068023+0j)
411,(12.205386972518356+0j)
412,(12.192509442332616+0j)
413,(12.132249759171689+0j)
414,(12.108544758239677+0j)
415,(12.082781013489171+0j)
416,(12.060778789528023+0j)
417,(12.022757557507134+0j)
418,(11.96665049889409+0j)
419,(11.961024577399588+0j)
420,(11.951579998645396+0j)
421,(11.914421567704728+0j)
422,(11.913051241320616+0j)
423,(11.879635729708857+0j)
424,(11.869541689195724+0j)
425,(11.8510130334152+0j)
426,(11.839218148407316+0j)
427,(11.827456172087224+0j)
428,(11.807977476414836+0j)
429,(11.789084762863668+0j)
430,(11.782460428048266+0j)
431,(11.729615802424329+0j)
432,(11.705476841762984+0j)
433,(11.65743774472757+0j)
434,(11.646169077059096+0j)
435,(11.637825817729349+0j)
436,(11.59393458137198+0j)
437,(11.591407335899339+0j)
438,(11.578005156889331+0j)
439,(11.558202678934897+0j)
440,(11.550765561048669+0j)
441,(11.546709267456201+0j)
442,(11.526513608537202+0j)
443,(11.507924456149595+0j)
444,(11.492970519638464+0j)
445,(11.477744640092775+0j)
446,(11.441267080887213+0j)
447,(11.426661707893484+0j)
448,(11.421007271811936+0j)
449,(11.400968839900345+0j)
450,(11.356308330467593+0j)
451,(11.338844214103968+0j)
452,(11.324644479180758+0j)
453,(11.306982222076485+0j)
454,(11.30187697957267+0j)
455,(11.275792239943916+0j)
456,(11.248649654711462+0j)
457,(11.236282981544935+0j)
458,(11.223569706658711+0j)
459,(11.191749829825538+0j)
460,(11.163695926703564+0j)
461,(11.162581275449275+0j)
462,(11.126576294188116+0j)
463,(11.107116117027383+0j)
464,(11.091277237695174+0j)
465,(11.070915383434803+0j)
466,(11.060318067277025+0j)
467,(11.047611970372046+0j)
468,(11.043720479376583+0j)
469,(11.036299590557256+0j)
470,(11.00904638685888+0j)
471,(10.995951832234308+0j)
472,(10.967541238708321+0j)
473,(10.93153114851721+0j)
474,(10.92540463256051+0j)
475,(10.905235479691184+0j)
476,(10.886330393106658+0j)
477,(10.879338721932253+0j)
478,(10.873099975570588+0j)
479,(10.864618321557856+0j)
480,(10.840952365397998+0j)
481,(10.852404181382443+0j)
482,(10.807381271074464+0j)
483,(10.729748710925465+0j)
484,(10.692524677967914+0j)
485,(10.663225838498123+0j)
486,(10.661216905066349+0j)
487,(10.654849848811512+0j)
488,(10.625151421900929+0j)
489,(10.600019412832198+0j)
490,(10.581284704194756+0j)
491,(10.569353204970778+0j)
492,(10.548108111335194+0j)
493,(10.528799697221432+0j)
494,(10.491222124536854+0j)
495,(10.472043899348431+0j)
496,(10.446106288705039+0j)
497,(10.43681524883372+0j)
498,(10.418348221716803+0j)
499,(10.40636253239747+0j)
500,(10.384225734872143+0j)
501,(10.37073456033271+0j)
502,(10.353340638000732+0j)
503,(10.330032373800488+0j)
504,(10.322889343639938+0j)
505,(10.306970813876442+0j)
506,(10.277742385658454+0j)
507,(10.268364063003972+0j)
508,(10.262469959120855+0j)
509,(10.243754922712958+0j)
510,(10.213487770035785+0j)
511,(10.206797992857048+0j)
512,(10.194502345274032+0j)
513,(10.188873082747186+0j)
514,(10.16879573255388+0j)
515,(10.170211381382881+0j)
516,(10.142904804477315+0j)
517,(10.118732218077197+0j)
518,(10.105978003630229+0j)
519,(10.085677605909424+0j)
520,(10.059754108462437+0j)
521,(10.040225774462193+0j)
522,(10.028767939053273+0j)
523,(10.01604484010164+0j)
524,(9.989885351316248+0j)
525,(9.966676732559398+0j)
526,(9.955518572718082+0j)
527,(9.950009397118642+0j)
528,(9.927715988735923+0j)
529,(9.913065387747595+0j)
530,(9.899131224282106+0j)
531,(9.88012991850738+0j)
532,(9.800801085000055+0j)
533,(9.783106615451418+0j)
534,(9.773997293257066+0j)
535,(9.748481464884527+0j)
536,(9.727625724552503+0j)
537,(9.716007111320677+0j)
538,(9.69251074764051+0j)
539,(9.68741766632754+0j)
540,(9.682341671362067+0j)
541,(9.66848321798486+0j)
542,(9.649994126618541+0j)
543,(9.644089063806048+0j)
544,(9.622006364090055+0j)
545,(9.618638792509506+0j)
546,(9.595478172964635+0j)
547,(9.600850983360266+0j)
548,(9.564878753614364+0j)
549,(9.535796632877348+0j)
550,(9.522317201448658+0j)
551,(9.49364002290574+0j)
552,(9.488700449572491+0j)
553,(9.477583785687877+0j)
554,(9.463587083127003+0j)
555,(9.452819868589764+0j)
556,(9.444753054629523+0j)
557,(9.427286455427781+0j)
558,(9.423124150542193+0j)
559,(9.416282966285381+0j)
560,(9.396515548955398+0j)
561,(9.381033791991555+0j)
562,(9.362692775568602+0j)
563,(9.356467265933748+0j)
564,(9.332540704244446+0j)
565,(9.29080876652271+0j)
566,(9.28311819340407+0j)
567,(9.280368026160879+0j)
568,(9.276343254854897+0j)
569,(9.269775852074627+0j)
570,(9.261262819974068+0j)
571,(9.248796408231573+0j)
572,(9.240556363694068+0j)
573,(9.227167797965675+0j)
574,(9.211933570601383+0j)
575,(9.202334180988874+0j)
576,(9.193667768939576+0j)
577,(9.171750787518379+0j)
578,(9.16571646197383+0j)
579,(9.161853897666013+0j)
580,(9.154832403862208+0j)
581,(9.143970632380102+0j)
582,(9.128229409897363+0j)
583,(9.111418788172784+0j)
584,(9.080069791468947+0j)
585,(9.053571356001225+0j)
586,(9.04063596049603+0j)
587,(9.030600795149088+0j)
588,(9.015579996216808+0j)
589,(9.012510647550961+0j)
590,(8.997698170704446+0j)
591,(8.992928455904927+0j)
592,(8.985879656706341+0j)
593,(8.968883892954686+0j)
594,(8.964932492534757+0j)
595,(8.958224360289151+0j)
596,(8.953457026844236+0j)
597,(8.93186474405931+0j)
598,(8.933446102611617+0j)
599,(8.911803443639918+0j)
600,(8.903989853902372+0j)
601,(8.898598973982496+0j)
602,(8.890451179709785+0j)
603,(8.88484699292219+0j)
604,(8.88015432827699+0j)
605,(8.860242339642271+0j)
606,(8.854708735102939+0j)
607,(8.836339751276755+0j)
608,(8.815769272467362+0j)
609,(8.801462536275539+0j)
610,(8.799545592012358+0j)
611,(8.778599201839551+0j)
612,(8.767166254445305+0j)
613,(8.751234221213885+0j)
614,(8.731065108319516+0j)
615,(8.69237949096493+0j)
616,(8.678914267772647+0j)
617,(8.65868069106879+0j)
618,(8.64682105820015+0j)
619,(8.629208423926015+0j)
620,(8.626943984354707+0j)
621,(8.621825027043252+0j)
622,(8.616754846755283+0j)
623,(8.601706845267344+0j)
624,(8.596301378714875+0j)
625,(8.58914778727577+0j)
626,(8.580053159323889+0j)
627,(8.573874677568392+0j)
628,(8.556075320220131+0j)
629,(8.523755196396484+0j)
630,(8.538996207680096+0j)
631,(8.534856551561328+0j)
632,(8.51099392496044+0j)
633,(8.507451459903592+0j)
634,(8.499870103944563+0j)
635,(8.496737517398449+0j)
636,(8.488952646431573+0j)
637,(8.469940719827083+0j)
638,(8.471128239778562+0j)
639,(8.443756288792471+0j)
640,(8.438110775319755+0j)
641,(8.436090810713289+0j)
642,(8.4249486214416+0j)
643,(8.41485052137856+0j)
644,(8.41305177993102+0j)
645,(8.409502647945008+0j)
646,(8.404574792834275+0j)
647,(8.407284484968464+0j)
648,(8.392439157625967+0j)
649,(8.387845400162945+0j)
650,(8.369378280043456+0j)
651,(8.36083283890231+0j)
652,(8.343072637413899+0j)
653,(8.340531949828387+0j)
654,(8.325174233652731+0j)
655,(8.306013276451688+0j)
656,(8.301855895909489+0j)
657,(8.291292231357607+0j)
658,(8.286490376977968+0j)
659,(8.278655240815752+0j)
660,(8.268386565497655+0j)
661,(8.256411000205599+0j)
662,(8.23453361204166+0j)
663,(8.23174207943144+0j)
664,(8.225071028164205+0j)
665,(8.213173602374525+0j)
666,(8.202594998023901+0j)
667,(8.196309093510223+0j)
668,(8.182490103322122+0j)
669,(8.177771780698812+0j)
670,(8.16301376420109+0j)
671,(8.145610872447154+0j)
672,(8.141502477727691+0j)
673,(8.12432494832061+0j)
674,(8.111334092930404+0j)
675,(8.109065882000166+0j)
676,(8.089677427747928+0j)
677,(8.07961461927317+0j)
678,(8.0675903048062+0j)
679,(8.063631440115275+0j)
680,(8.059943473647236+0j)
681,(8.049409498652654+0j)
682,(8.041683758951876+0j)
683,(8.027824471161656+0j)
684,(8.011027070787632+0j)
685,(7.993274435349125+0j)
686,(7.9860595609083544+0j)
687,(7.983720528882879+0j)
688,(7.969566049169362+0j)
689,(7.967443845600932+0j)
690,(7.956485415404778+0j)
691,(7.946578690992302+0j)
692,(7.935527787376175+0j)
693,(7.912942626668338+0j)
694,(7.91676472202534+0j)
695,(7.923709634937284+0j)
696,(7.92982047593086+0j)
697,(7.8987725063924294+0j)
698,(7.88724768076435+0j)
699,(7.869450086945059+0j)
700,(7.860780469248888+0j)
701,(7.853932252586021+0j)
702,(7.848972060111845+0j)
703,(7.846080129682028+0j)
704,(7.8346792163946475+0j)
705,(7.825213531658237+0j)
706,(7.818789833183575+0j)
707,(7.811236028391065+0j)
708,(7.8047374463516705+0j)
709,(7.800868071685144+0j)
710,(7.796605453786021+0j)
711,(7.77442940255893+0j)
712,(7.771369891394456+0j)
713,(7.765564474460571+0j)
714,(7.764114846372129+0j)
715,(7.754939455984485+0j)
716,(7.747526887286143+0j)
717,(7.73375411081408+0j)
718,(7.7232322755906635+0j)
719,(7.7186292490464545+0j)
720,(7.715613844451944+0j)
721,(7.702297708540352+0j)
722,(7.696585749835066+0j)
723,(7.684445250973917+0j)
724,(7.678848398352651+0j)
725,(7.653628251385201+0j)
726,(7.662484806130648+0j)
727,(7.660148422227329+0j)
728,(7.643991136204988+0j)
729,(7.6394114608699475+0j)
730,(7.637062609606679+0j)
731,(7.630865999163474+0j)
732,(7.62572020462021+0j)
733,(7.61692263611816+0j)
734,(7.607796895743646+0j)
735,(7.595962568147664+0j)
736,(7.591189042491805+0j)
737,(7.582655339049015+0j)
738,(7.579663520344591+0j)
739,(7.57251896953248+0j)
740,(7.571445345770896+0j)
741,(7.562651919630322+0j)
742,(7.545494361841202+0j)
743,(7.547500189437352+0j)
744,(7.538323487020709+0j)
745,(7.529752436304242+0j)
746,(7.526316284963446+0j)
747,(7.519649040014126+0j)
748,(7.516863894556712+0j)
749,(7.508200536103443+0j)
750,(7.504389085802706+0j)
751,(7.484690498681071+0j)
752,(7.4773254748169675+0j)
753,(7.467688819919909+0j)
754,(7.459542115944267+0j)
755,(7.440107726913407+0j)
756,(7.451988931864973+0j)
757,(7.433747202088394+0j)
758,(7.430188765456592+0j)
759,(7.419854209472416+0j)
760,(7.41630540023523+0j)
761,(7.4135324711626405+0j)
762,(7.4073317774539005+0j)
763,(7.397863699390931+0j)
764,(7.3922168850136645+0j)
765,(7.389574001424916+0j)
766,(7.3818341812062735+0j)
767,(7.377005400093001+0j)
768,(7.363635702643242+0j)
769,(7.359471004489638+0j)
770,(7.348575302195113+0j)
771,(7.34607875014512+0j)
772,(7.340497834544851+0j)
773,(7.337770972871832+0j)
774,(7.331176140112904+0j)
775,(7.327135701142452+0j)
776,(7.317366591004108+0j)
777,(7.310776379648329+0j)
778,(7.2860997850298235+0j)
779,(7.280096773764327+0j)
780,(7.253007613778098+0j)
781,(7.2632826039019065+0j)
782,(7.265861393576945+0j)
783,(7.271740356326032+0j)
784,(7.242461486229361+0j)
785,(7.234889418356243+0j)
786,(7.230522419268509+0j)
787,(7.228178909808617+0j)
788,(7.223962129962721+0j)
789,(7.219598670418092+0j)
790,(7.217656290120832+0j)
791,(7.215441838527265+0j)
792,(7.1984709055449745+0j)
793,(7.206476012466157+0j)
794,(7.204743536987366+0j)
795,(7.182527950226497+0j)
796,(7.174667546694155+0j)
797,(7.236067977499787+0j)
798,(7.141986271559175+0j)
799,(7.127357525274994+0j)
800,(7.120116139207739+0j)
801,(7.111674868011028+0j)
802,(7.103912415647936+0j)
803,(7.095225865506131+0j)
804,(7.09042199482961+0j)
805,(7.079407764953394+0j)
806,(7.078582307193332+0j)
807,(7.074328968901465+0j)
808,(7.067143324876917+0j)
809,(7.048579825663341+0j)
810,(7.042753281001013+0j)
811,(7.02998271971876+0j)
812,(7.024550313995543+0j)
813,(7.027962039890397+0j)
814,(7.028317656326324+0j)
815,(7.017971538778609+0j)
816,(7.011526380001288+0j)
817,(7.005668936012637+0j)
818,(7.0050555534117915+0j)
819,(6.999142150887247+0j)
820,(6.9920115771187366+0j)
821,(6.992711353125131+0j)
822,(6.978097371688856+0j)
823,(6.9772022948540995+0j)
824,(6.973868402534068+0j)
825,(6.972552870566706+0j)
826,(6.962844389811423+0j)
827,(6.954602189238483+0j)
828,(6.943850323682574+0j)
829,(6.9424361824552+0j)
830,(6.935230517524673+0j)
831,(6.930395305058536+0j)
832,(6.925589297647204+0j)
833,(6.922502990675669+0j)
834,(6.877355087623757+0j)
835,(6.907538900632152+0j)
836,(6.906518941876655+0j)
837,(6.8997234642100835+0j)
838,(6.885905161001662+0j)
839,(6.889484708057354+0j)
840,(6.891740251013884+0j)
841,(6.863613341722179+0j)
842,(6.855501723056712+0j)
843,(6.852826773810016+0j)
844,(6.845675253267701+0j)
845,(6.841258297372625+0j)
846,(6.834485945336739+0j)
847,(6.831531719142456+0j)
848,(6.830067015196186+0j)
849,(6.8275488571316965+0j)
850,(6.816483851511899+0j)
851,(6.809054110044761+0j)
852,(6.803967460862397+0j)
853,(6.80126213235105+0j)
854,(6.798886951458099+0j)
855,(6.791598995314285+0j)
856,(6.789720687111168+0j)
857,(6.77601903012137+0j)
858,(6.770459961484313+0j)
859,(6.754698310462717+0j)
860,(6.7531786839613215+0j)
861,(6.75964261735956+0j)
862,(6.748625017508572+0j)
863,(6.743900219509932+0j)
864,(6.730810393213167+0j)
865,(6.73359535315007+0j)
866,(6.714699704162431+0j)
867,(6.707293423696675+0j)
868,(6.693349177681836+0j)
869,(6.6940390762142385+0j)
870,(6.680825884250405+0j)
871,(6.676760498598223+0j)
872,(6.665131574621579+0j)
873,(6.6146984791446295+0j)
874,(6.624776480185501+0j)
875,(6.65610118090132+0j)
876,(6.6547967853037235+0j)
877,(6.649055632279915+0j)
878,(6.648049479590682+0j)
879,(6.632967345762445+0j)
880,(6.642276388309048+0j)
881,(6.6405844675422445+0j)
882,(6.638021354380748+0j)
883,(6.612725225548636+0j)
884,(6.611026262620351+0j)
885,(6.606385764624786+0j)
886,(6.599154040875994+0j)
887,(6.594602189681606+0j)
888,(6.583853312771674+0j)
889,(6.580903651632288+0j)
890,(6.577351853995744+0j)
891,(6.572786197707586+0j)
892,(6.568504155955311+0j)
893,(6.565295201114858+0j)
894,(6.562751419537604+0j)
895,(6.552094744711189+0j)
896,(6.54816871424377+0j)
897,(6.540006740470543+0j)
898,(6.533265372919321+0j)
899,(6.518291527121396+0j)
900,(6.521991062019375+0j)
901,(6.508074844118685+0j)
902,(6.5011057520220366+0j)
903,(6.493301913099064+0j)
904,(6.483331217232433+0j)
905,(6.48740492473122+0j)
906,(6.4814935040331205+0j)
907,(6.472104123748376+0j)
908,(6.470278153133026+0j)
909,(6.467103451439175+0j)
910,(6.465604057303603+0j)
911,(6.4632946338974815+0j)
912,(6.458825490025272+0j)
913,(6.450035326396337+0j)
914,(6.430262707736506+0j)
915,(6.422699506303111+0j)
916,(6.414087707140465+0j)
917,(6.408808299820002+0j)
918,(6.404985700873026+0j)
919,(6.3973261279670774+0j)
920,(6.395879839777355+0j)
921,(6.386863450646666+0j)
922,(6.38902994162302+0j)
923,(6.3822990970780715+0j)
924,(6.362273191569315+0j)
925,(6.366659315404825+0j)
926,(6.372624148592255+0j)
927,(6.3712363897933715+0j)
928,(6.352301509569539+0j)
929,(6.3557831771892115+0j)
